"gene","module","gene_clean","symbol","is_GenAge"
"ENSG00000110245.12","white","ENSG00000110245","APOC3",TRUE
"ENSG00000289280.1","grey","ENSG00000289280","ENSG00000289280",FALSE
"ENSG00000173267.14","turquoise","ENSG00000173267","SNCG",TRUE
"ENSG00000100109.17","brown","ENSG00000100109","TFIP11",FALSE
"ENSG00000178715.8","magenta","ENSG00000178715","ENSG00000178715",FALSE
"ENSG00000057704.13","violet","ENSG00000057704","TMCC3",FALSE
"ENSG00000280152.1","grey","ENSG00000280152","ENSG00000280152",FALSE
"ENSG00000110955.9","yellow","ENSG00000110955","ATP5F1B",FALSE
"ENSG00000185904.12","pink","ENSG00000185904","LINC00839",FALSE
"ENSG00000244953.1","pink","ENSG00000244953","ENSG00000244953",FALSE
"ENSG00000142002.18","brown","ENSG00000142002","DPP9",FALSE
"ENSG00000117280.13","red","ENSG00000117280","RAB29",FALSE
"ENSG00000288075.1","grey","ENSG00000288075","ENSG00000288075",FALSE
"ENSG00000174007.9","red","ENSG00000174007","CEP19",FALSE
"ENSG00000177410.13","black","ENSG00000177410","ZFAS1",FALSE
"ENSG00000162409.12","blue","ENSG00000162409","PRKAA2",FALSE
"ENSG00000217733.2","grey","ENSG00000217733","CCT7P1",FALSE
"ENSG00000102287.19","turquoise","ENSG00000102287","GABRE",FALSE
"ENSG00000273117.1","purple","ENSG00000273117","INSIG1-DT",FALSE
"ENSG00000166348.20","grey","ENSG00000166348","USP54",FALSE
"ENSG00000184428.13","violet","ENSG00000184428","TOP1MT",FALSE
"ENSG00000160888.7","lightcyan","ENSG00000160888","IER2",FALSE
"ENSG00000197815.4","blue","ENSG00000197815","ENSG00000197815",FALSE
"ENSG00000073598.6","grey","ENSG00000073598","FNDC8",FALSE
"ENSG00000169155.10","brown","ENSG00000169155","ZBTB43",FALSE
"ENSG00000163565.20","pink","ENSG00000163565","IFI16",FALSE
"ENSG00000223842.1","grey","ENSG00000223842","ENSG00000223842",FALSE
"ENSG00000252699.1","pink","ENSG00000252699","SNORA21B",FALSE
"ENSG00000173166.18","grey60","ENSG00000173166","RAPH1",FALSE
"ENSG00000187266.14","black","ENSG00000187266","EPOR",TRUE
"ENSG00000235568.7","cyan","ENSG00000235568","NFAM1",FALSE
"ENSG00000289136.1","grey","ENSG00000289136","ENSG00000289136",FALSE
"ENSG00000259458.1","grey","ENSG00000259458","MGC15885",FALSE
"ENSG00000233084.2","grey","ENSG00000233084","RPL23AP25",FALSE
"ENSG00000134812.8","white","ENSG00000134812","CBLIF",FALSE
"ENSG00000240280.7","grey","ENSG00000240280","TCAM1P",FALSE
"ENSG00000250421.5","grey","ENSG00000250421","ENSG00000250421",FALSE
"ENSG00000260790.1","salmon","ENSG00000260790","CDR2-DT",FALSE
"ENSG00000136811.17","brown","ENSG00000136811","ODF2",FALSE
"ENSG00000261829.1","red","ENSG00000261829","ENSG00000261829",FALSE
"ENSG00000237975.7","turquoise","ENSG00000237975","FLG-AS1",FALSE
"ENSG00000270629.7","green","ENSG00000270629","NBPF14",FALSE
"ENSG00000186687.16","yellow","ENSG00000186687","LYRM7",FALSE
"ENSG00000161911.12","grey","ENSG00000161911","TREML1",FALSE
"ENSG00000163909.8","turquoise","ENSG00000163909","HEYL",FALSE
"ENSG00000186603.7","purple","ENSG00000186603","HPDL",FALSE
"ENSG00000137310.12","turquoise","ENSG00000137310","TCF19",FALSE
"ENSG00000122735.16","brown","ENSG00000122735","DNAI1",FALSE
"ENSG00000225948.2","darkred","ENSG00000225948","LINC02648",FALSE
"ENSG00000160161.9","darkgrey","ENSG00000160161","CILP2",FALSE
"ENSG00000234664.1","greenyellow","ENSG00000234664","HMGN2P5",FALSE
"ENSG00000249222.1","grey","ENSG00000249222","ATP5MGL",FALSE
"ENSG00000279573.1","midnightblue","ENSG00000279573","ENSG00000279573",FALSE
"ENSG00000243904.1","magenta","ENSG00000243904","RPSAP5",FALSE
"ENSG00000267060.7","blue","ENSG00000267060","PTGES3L",FALSE
"ENSG00000073849.16","red","ENSG00000073849","ST6GAL1",FALSE
"ENSG00000110693.19","grey","ENSG00000110693","SOX6",FALSE
"ENSG00000241769.7","blue","ENSG00000241769","LINC00893",FALSE
"ENSG00000162882.15","turquoise","ENSG00000162882","HAAO",FALSE
"ENSG00000240184.7","turquoise","ENSG00000240184","PCDHGC3",FALSE
"ENSG00000231991.4","magenta","ENSG00000231991","ANXA2P2",FALSE
"ENSG00000249736.1","brown","ENSG00000249736","LINC02242",FALSE
"ENSG00000228630.5","turquoise","ENSG00000228630","HOTAIR",FALSE
"ENSG00000273353.1","grey","ENSG00000273353","ENSG00000273353",FALSE
"ENSG00000177694.16","blue","ENSG00000177694","NAALADL2",FALSE
"ENSG00000160396.9","greenyellow","ENSG00000160396","HIPK4",FALSE
"ENSG00000184937.16","grey","ENSG00000184937","WT1",FALSE
"ENSG00000165323.16","turquoise","ENSG00000165323","FAT3",FALSE
"ENSG00000214650.3","turquoise","ENSG00000214650","ENSG00000214650",FALSE
"ENSG00000280276.1","turquoise","ENSG00000280276","ENSG00000280276",FALSE
"ENSG00000268157.1","grey","ENSG00000268157","ENSG00000268157",FALSE
"ENSG00000150527.18","yellow","ENSG00000150527","MIA2",FALSE
"ENSG00000196576.16","turquoise","ENSG00000196576","PLXNB2",FALSE
"ENSG00000285108.1","blue","ENSG00000285108","ENSG00000285108",FALSE
"ENSG00000249421.2","blue","ENSG00000249421","ADAMTS19-AS1",FALSE
"ENSG00000179965.12","red","ENSG00000179965","ZNF771",FALSE
"ENSG00000250195.1","grey","ENSG00000250195","ENSG00000250195",FALSE
"ENSG00000222162.1","grey","ENSG00000222162","RN7SKP151",FALSE
"ENSG00000105088.9","turquoise","ENSG00000105088","OLFM2",FALSE
"ENSG00000126709.16","turquoise","ENSG00000126709","IFI6",FALSE
"ENSG00000232233.1","grey","ENSG00000232233","LINC02043",FALSE
"ENSG00000166432.16","blue","ENSG00000166432","ZMAT1",FALSE
"ENSG00000228061.7","grey","ENSG00000228061","ENSG00000228061",FALSE
"ENSG00000240823.3","grey","ENSG00000240823","RN7SL23P",FALSE
"ENSG00000151917.18","darkgrey","ENSG00000151917","BEND6",FALSE
"ENSG00000077264.16","turquoise","ENSG00000077264","PAK3",FALSE
"ENSG00000172594.13","orange","ENSG00000172594","SMPDL3A",FALSE
"ENSG00000140092.15","turquoise","ENSG00000140092","FBLN5",FALSE
"ENSG00000221990.5","purple","ENSG00000221990","EXOC3-AS1",FALSE
"ENSG00000279672.2","lightgreen","ENSG00000279672","ENSG00000279672",FALSE
"ENSG00000100284.22","red","ENSG00000100284","TOM1",FALSE
"ENSG00000286563.1","blue","ENSG00000286563","ENSG00000286563",FALSE
"ENSG00000124731.13","pink","ENSG00000124731","TREM1",FALSE
"ENSG00000162997.15","purple","ENSG00000162997","PRORSD1P",FALSE
"ENSG00000021826.18","blue","ENSG00000021826","CPS1",FALSE
"ENSG00000167619.13","grey","ENSG00000167619","TMEM145",FALSE
"ENSG00000189157.14","blue","ENSG00000189157","FAM47E",FALSE
"ENSG00000124019.10","green","ENSG00000124019","FAM124B",FALSE
"ENSG00000156234.8","grey","ENSG00000156234","CXCL13",FALSE
"ENSG00000079462.8","yellow","ENSG00000079462","PAFAH1B3",FALSE
"ENSG00000278472.1","grey","ENSG00000278472","ENSG00000278472",FALSE
"ENSG00000204147.11","grey","ENSG00000204147","ASAH2B",FALSE
"ENSG00000266993.3","brown","ENSG00000266993","ENSG00000266993",FALSE
"ENSG00000263531.1","grey","ENSG00000263531","ENSG00000263531",FALSE
"ENSG00000105738.11","orange","ENSG00000105738","SIPA1L3",FALSE
"ENSG00000108671.11","brown","ENSG00000108671","PSMD11",FALSE
"ENSG00000186832.9","skyblue","ENSG00000186832","KRT16",FALSE
"ENSG00000227073.1","grey","ENSG00000227073","SDHDP2",FALSE
"ENSG00000106031.9","yellow","ENSG00000106031","HOXA13",FALSE
"ENSG00000253852.1","blue","ENSG00000253852","ENSG00000253852",FALSE
"ENSG00000197084.6","royalblue","ENSG00000197084","LCE1C",FALSE
"ENSG00000229688.8","grey","ENSG00000229688","CRPPA-AS1",FALSE
"ENSG00000289412.1","turquoise","ENSG00000289412","ENSG00000289412",FALSE
"ENSG00000170549.4","grey","ENSG00000170549","IRX1",FALSE
"ENSG00000286449.1","grey","ENSG00000286449","ENSG00000286449",FALSE
"ENSG00000227630.4","grey","ENSG00000227630","LINC01132",FALSE
"ENSG00000231579.3","grey","ENSG00000231579","RPL7P21",FALSE
"ENSG00000282057.1","blue","ENSG00000282057","ENSG00000282057",FALSE
"ENSG00000058866.15","grey","ENSG00000058866","DGKG",FALSE
"ENSG00000235098.9","turquoise","ENSG00000235098","ANKRD65",FALSE
"ENSG00000168234.13","green","ENSG00000168234","TTC39C",FALSE
"ENSG00000180008.9","brown","ENSG00000180008","SOCS4",FALSE
"ENSG00000162706.13","turquoise","ENSG00000162706","CADM3",FALSE
"ENSG00000101850.13","grey","ENSG00000101850","GPR143",FALSE
"ENSG00000132938.22","grey","ENSG00000132938","MTUS2",FALSE
"ENSG00000131477.11","turquoise","ENSG00000131477","RAMP2",FALSE
"ENSG00000241506.1","magenta","ENSG00000241506","PSMC1P1",FALSE
"ENSG00000185479.6","skyblue","ENSG00000185479","KRT6B",FALSE
"ENSG00000269934.3","grey","ENSG00000269934","ENSG00000269934",FALSE
"ENSG00000273382.1","purple","ENSG00000273382","TMEM167B-DT",FALSE
"ENSG00000185792.10","grey","ENSG00000185792","NLRP9",FALSE
"ENSG00000126259.20","magenta","ENSG00000126259","KIRREL2",FALSE
"ENSG00000182606.17","blue","ENSG00000182606","TRAK1",FALSE
"ENSG00000280054.1","greenyellow","ENSG00000280054","ENSG00000280054",FALSE
"ENSG00000186160.5","grey60","ENSG00000186160","CYP4Z1",FALSE
"ENSG00000186265.10","salmon","ENSG00000186265","BTLA",FALSE
"ENSG00000219608.3","grey","ENSG00000219608","HIGD1AP16",FALSE
"ENSG00000232434.3","blue","ENSG00000232434","AJM1",FALSE
"ENSG00000145945.7","blue","ENSG00000145945","FAM50B",FALSE
"ENSG00000259134.7","turquoise","ENSG00000259134","LINC00924",FALSE
"ENSG00000250746.1","magenta","ENSG00000250746","ENSG00000250746",FALSE
"ENSG00000163618.18","lightyellow","ENSG00000163618","CADPS",FALSE
"ENSG00000239344.1","magenta","ENSG00000239344","ENSG00000239344",FALSE
"ENSG00000091536.20","greenyellow","ENSG00000091536","MYO15A",FALSE
"ENSG00000276768.1","grey","ENSG00000276768","ENSG00000276768",FALSE
"ENSG00000254226.6","salmon","ENSG00000254226","LINC01933",FALSE
"ENSG00000130589.16","turquoise","ENSG00000130589","HELZ2",FALSE
"ENSG00000196449.4","brown","ENSG00000196449","YRDC",FALSE
"ENSG00000225419.1","grey","ENSG00000225419","RPL21P3",FALSE
"ENSG00000251400.1","grey","ENSG00000251400","ALDH7A1P1",FALSE
"ENSG00000204934.10","grey","ENSG00000204934","ATP6V0E2-AS1",FALSE
"ENSG00000157570.12","grey","ENSG00000157570","TSPAN18",FALSE
"ENSG00000169562.13","darkgreen","ENSG00000169562","GJB1",FALSE
"ENSG00000152234.16","yellow","ENSG00000152234","ATP5F1A",FALSE
"ENSG00000175315.3","royalblue","ENSG00000175315","CST6",FALSE
"ENSG00000189077.11","red","ENSG00000189077","TMEM120A",FALSE
"ENSG00000272034.1","black","ENSG00000272034","SNORD14A",FALSE
"ENSG00000100360.15","blue","ENSG00000100360","IFT27",FALSE
"ENSG00000203910.9","grey","ENSG00000203910","C1orf146",FALSE
"ENSG00000135314.13","blue","ENSG00000135314","KHDC1",FALSE
"ENSG00000228288.8","yellow","ENSG00000228288","PCAT6",FALSE
"ENSG00000151014.6","orange","ENSG00000151014","NOCT",FALSE
"ENSG00000128917.8","turquoise","ENSG00000128917","DLL4",FALSE
"ENSG00000140525.19","green","ENSG00000140525","FANCI",FALSE
"ENSG00000258888.1","blue","ENSG00000258888","ENSG00000258888",FALSE
"ENSG00000162591.16","turquoise","ENSG00000162591","MEGF6",FALSE
"ENSG00000205869.2","blue","ENSG00000205869","KRTAP5-1",FALSE
"ENSG00000102359.9","green","ENSG00000102359","SRPX2",FALSE
"ENSG00000130707.18","grey","ENSG00000130707","ASS1",FALSE
"ENSG00000279067.1","grey","ENSG00000279067","ENSG00000279067",FALSE
"ENSG00000229666.2","purple","ENSG00000229666","MAST4-AS1",FALSE
"ENSG00000287405.1","grey","ENSG00000287405","ENSG00000287405",FALSE
"ENSG00000151834.16","turquoise","ENSG00000151834","GABRA2",FALSE
"ENSG00000075275.18","turquoise","ENSG00000075275","CELSR1",FALSE
"ENSG00000238246.1","salmon","ENSG00000238246","ENSG00000238246",FALSE
"ENSG00000248283.2","grey","ENSG00000248283","CCNL2P1",FALSE
"ENSG00000136478.9","grey60","ENSG00000136478","TEX2",FALSE
"ENSG00000225043.1","midnightblue","ENSG00000225043","RPL18AP2",FALSE
"ENSG00000225511.7","turquoise","ENSG00000225511","LINC00475",FALSE
"ENSG00000266274.2","cyan","ENSG00000266274","RN7SL138P",FALSE
"ENSG00000248724.6","grey","ENSG00000248724","NPHP3-AS1",FALSE
"ENSG00000261054.1","grey","ENSG00000261054","ENSG00000261054",FALSE
"ENSG00000138400.13","blue","ENSG00000138400","MDH1B",FALSE
"ENSG00000105997.23","orange","ENSG00000105997","HOXA3",FALSE
"ENSG00000166796.12","grey","ENSG00000166796","LDHC",FALSE
"ENSG00000133026.14","turquoise","ENSG00000133026","MYH10",FALSE
"ENSG00000104321.11","grey","ENSG00000104321","TRPA1",FALSE
"ENSG00000158122.12","brown","ENSG00000158122","PRXL2C",FALSE
"ENSG00000149295.14","grey","ENSG00000149295","DRD2",FALSE
"ENSG00000182791.5","grey","ENSG00000182791","CCDC87",FALSE
"ENSG00000180530.11","brown","ENSG00000180530","NRIP1",FALSE
"ENSG00000272168.9","turquoise","ENSG00000272168","CASC15",FALSE
"ENSG00000136153.20","blue","ENSG00000136153","LMO7",FALSE
"ENSG00000272744.1","red","ENSG00000272744","ENSG00000272744",FALSE
"ENSG00000234782.3","magenta","ENSG00000234782","TPT1P9",FALSE
"ENSG00000272502.1","turquoise","ENSG00000272502","ENSG00000272502",FALSE
"ENSG00000227258.7","red","ENSG00000227258","SMIM2-AS1",FALSE
"ENSG00000185885.17","pink","ENSG00000185885","IFITM1",FALSE
"ENSG00000269600.2","grey","ENSG00000269600","ENSG00000269600",FALSE
"ENSG00000213842.2","grey","ENSG00000213842","SUGT1P2",FALSE
"ENSG00000288880.1","blue","ENSG00000288880","ENSG00000288880",FALSE
"ENSG00000281128.2","grey","ENSG00000281128","PTENP1-AS",FALSE
"ENSG00000154553.16","blue","ENSG00000154553","PDLIM3",FALSE
"ENSG00000272510.1","yellow","ENSG00000272510","ENSG00000272510",FALSE
"ENSG00000163344.6","yellow","ENSG00000163344","PMVK",FALSE
"ENSG00000151360.10","darkgreen","ENSG00000151360","ALLC",FALSE
"ENSG00000164404.9","blue","ENSG00000164404","GDF9",FALSE
"ENSG00000260318.1","grey","ENSG00000260318","COX6CP1",FALSE
"ENSG00000157654.19","turquoise","ENSG00000157654","PALM2AKAP2",FALSE
"ENSG00000254013.1","magenta","ENSG00000254013","MAP2K1P1",FALSE
"ENSG00000236494.3","grey","ENSG00000236494","ENSG00000236494",FALSE
"ENSG00000286154.1","grey60","ENSG00000286154","ENSG00000286154",FALSE
"ENSG00000267541.1","magenta","ENSG00000267541","MTCO2P2",FALSE
"ENSG00000248597.2","grey","ENSG00000248597","ENSG00000248597",FALSE
"ENSG00000230830.1","turquoise","ENSG00000230830","ARPP21-AS1",FALSE
"ENSG00000180929.6","grey60","ENSG00000180929","GPR62",FALSE
"ENSG00000271029.1","grey","ENSG00000271029","ENSG00000271029",FALSE
"ENSG00000168135.4","lightyellow","ENSG00000168135","KCNJ4",FALSE
"ENSG00000196600.13","grey","ENSG00000196600","SLC22A25",FALSE
"ENSG00000186487.21","lightcyan","ENSG00000186487","MYT1L",FALSE
"ENSG00000136783.10","blue","ENSG00000136783","NIPSNAP3A",FALSE
"ENSG00000116857.17","yellow","ENSG00000116857","TMEM9",FALSE
"ENSG00000183077.16","lightcyan","ENSG00000183077","AFMID",FALSE
"ENSG00000255310.2","darkgrey","ENSG00000255310","ENSG00000255310",FALSE
"ENSG00000176928.7","tan","ENSG00000176928","GCNT4",FALSE
"ENSG00000133067.18","turquoise","ENSG00000133067","LGR6",FALSE
"ENSG00000286717.1","grey","ENSG00000286717","ENSG00000286717",FALSE
"ENSG00000171680.23","turquoise","ENSG00000171680","PLEKHG5",FALSE
"ENSG00000213368.3","grey","ENSG00000213368","ST13P11",FALSE
"ENSG00000110887.8","grey","ENSG00000110887","DAO",FALSE
"ENSG00000224848.3","blue","ENSG00000224848","ENSG00000224848",FALSE
"ENSG00000229116.3","turquoise","ENSG00000229116","ENSG00000229116",FALSE
"ENSG00000131747.15","saddlebrown","ENSG00000131747","TOP2A",TRUE
"ENSG00000257545.5","grey","ENSG00000257545","ENSG00000257545",FALSE
"ENSG00000272674.4","turquoise","ENSG00000272674","PCDHB16",FALSE
"ENSG00000226472.8","steelblue","ENSG00000226472","ENSG00000226472",FALSE
"ENSG00000104921.15","turquoise","ENSG00000104921","FCER2",FALSE
"ENSG00000137752.24","lightcyan","ENSG00000137752","CASP1",FALSE
"ENSG00000221886.4","blue","ENSG00000221886","ZBED8",FALSE
"ENSG00000249237.5","grey","ENSG00000249237","ENSG00000249237",FALSE
"ENSG00000224621.1","grey","ENSG00000224621","ENSG00000224621",FALSE
"ENSG00000130561.17","grey","ENSG00000130561","SAG",FALSE
"ENSG00000078053.17","green","ENSG00000078053","AMPH",FALSE
"ENSG00000285936.1","grey","ENSG00000285936","ENSG00000285936",FALSE
"ENSG00000233038.6","grey","ENSG00000233038","PTPRN2-AS1",FALSE
"ENSG00000257616.1","magenta","ENSG00000257616","ENSG00000257616",FALSE
"ENSG00000167900.12","blue","ENSG00000167900","TK1",FALSE
"ENSG00000286181.1","grey","ENSG00000286181","ENSG00000286181",FALSE
"ENSG00000203867.8","yellow","ENSG00000203867","RBM20",FALSE
"ENSG00000135905.20","turquoise","ENSG00000135905","DOCK10",FALSE
"ENSG00000277999.1","grey","ENSG00000277999","ENSG00000277999",FALSE
"ENSG00000106526.11","red","ENSG00000106526","ACTR3C",FALSE
"ENSG00000286000.1","turquoise","ENSG00000286000","ENSG00000286000",FALSE
"ENSG00000178585.15","yellow","ENSG00000178585","CTNNBIP1",FALSE
"ENSG00000163116.10","grey","ENSG00000163116","STPG2",FALSE
"ENSG00000131149.19","brown","ENSG00000131149","GSE1",FALSE
"ENSG00000228293.1","grey","ENSG00000228293","ENSG00000228293",FALSE
"ENSG00000232177.1","magenta","ENSG00000232177","MTND4P24",FALSE
"ENSG00000236146.2","turquoise","ENSG00000236146","ENSG00000236146",FALSE
"ENSG00000263120.1","turquoise","ENSG00000263120","ENSG00000263120",FALSE
"ENSG00000261349.1","grey","ENSG00000261349","ENSG00000261349",FALSE
"ENSG00000260947.1","grey","ENSG00000260947","ENSG00000260947",FALSE
"ENSG00000229022.1","magenta","ENSG00000229022","ENSG00000229022",FALSE
"ENSG00000273033.2","grey","ENSG00000273033","LINC02035",FALSE
"ENSG00000269161.1","grey","ENSG00000269161","ENSG00000269161",FALSE
"ENSG00000119333.12","red","ENSG00000119333","DYNC2I2",FALSE
"ENSG00000185862.7","cyan","ENSG00000185862","EVI2B",FALSE
"ENSG00000211648.2","paleturquoise","ENSG00000211648","IGLV1-47",FALSE
"ENSG00000254691.1","grey","ENSG00000254691","ENSG00000254691",FALSE
"ENSG00000179455.10","grey","ENSG00000179455","MKRN3",FALSE
"ENSG00000214646.8","purple","ENSG00000214646","COMMD4P1",FALSE
"ENSG00000224061.1","blue","ENSG00000224061","SRSF3P4",FALSE
"ENSG00000264067.1","pink","ENSG00000264067","ENSG00000264067",FALSE
"ENSG00000145864.14","turquoise","ENSG00000145864","GABRB2",FALSE
"ENSG00000288999.1","purple","ENSG00000288999","ENSG00000288999",FALSE
"ENSG00000005249.13","green","ENSG00000005249","PRKAR2B",FALSE
"ENSG00000168685.15","cyan","ENSG00000168685","IL7R",TRUE
"ENSG00000197496.6","turquoise","ENSG00000197496","SLC2A10",FALSE
"ENSG00000011426.11","saddlebrown","ENSG00000011426","ANLN",FALSE
"ENSG00000077150.20","pink","ENSG00000077150","NFKB2",TRUE
"ENSG00000006576.16","yellow","ENSG00000006576","PHTF2",FALSE
"ENSG00000286547.1","blue","ENSG00000286547","ENSG00000286547",FALSE
"ENSG00000185267.10","blue","ENSG00000185267","CDNF",FALSE
"ENSG00000267346.1","grey","ENSG00000267346","EIF5AP3",FALSE
"ENSG00000182446.14","brown","ENSG00000182446","NPLOC4",FALSE
"ENSG00000198555.7","grey","ENSG00000198555","ENSG00000198555",FALSE
"ENSG00000116711.10","turquoise","ENSG00000116711","PLA2G4A",FALSE
"ENSG00000104763.20","blue","ENSG00000104763","ASAH1",FALSE
"ENSG00000128886.12","red","ENSG00000128886","ELL3",FALSE
"ENSG00000267302.5","yellow","ENSG00000267302","RNFT1-DT",FALSE
"ENSG00000232677.10","turquoise","ENSG00000232677","LINC00665",FALSE
"ENSG00000147174.12","darkred","ENSG00000147174","GCNA",FALSE
"ENSG00000168461.13","green","ENSG00000168461","RAB31",FALSE
"ENSG00000160439.16","blue","ENSG00000160439","RDH13",FALSE
"ENSG00000156026.15","blue","ENSG00000156026","MCU",FALSE
"ENSG00000135447.17","yellow","ENSG00000135447","PPP1R1A",FALSE
"ENSG00000278212.3","grey","ENSG00000278212","ENSG00000278212",FALSE
"ENSG00000112299.8","cyan","ENSG00000112299","VNN1",FALSE
"ENSG00000275325.4","grey","ENSG00000275325","PDCD6IPP1",FALSE
"ENSG00000261141.1","grey","ENSG00000261141","ENSG00000261141",FALSE
"ENSG00000286207.1","pink","ENSG00000286207","ENSG00000286207",FALSE
"ENSG00000235731.3","grey","ENSG00000235731","LINC02250",FALSE
"ENSG00000119698.12","steelblue","ENSG00000119698","PPP4R4",FALSE
"ENSG00000087299.12","yellow","ENSG00000087299","L2HGDH",FALSE
"ENSG00000185420.19","blue","ENSG00000185420","SMYD3",FALSE
"ENSG00000146648.20","green","ENSG00000146648","EGFR",TRUE
"ENSG00000001617.12","turquoise","ENSG00000001617","SEMA3F",FALSE
"ENSG00000197479.7","turquoise","ENSG00000197479","PCDHB11",FALSE
"ENSG00000116701.15","cyan","ENSG00000116701","NCF2",FALSE
"ENSG00000224079.1","grey","ENSG00000224079","ENSG00000224079",FALSE
"ENSG00000171408.14","blue","ENSG00000171408","PDE7B",FALSE
"ENSG00000021300.14","yellow","ENSG00000021300","PLEKHB1",FALSE
"ENSG00000125538.12","lightcyan","ENSG00000125538","IL1B",FALSE
"ENSG00000235175.1","grey","ENSG00000235175","RPL26P37",FALSE
"ENSG00000170903.12","grey60","ENSG00000170903","MSANTD4",FALSE
"ENSG00000134757.5","skyblue","ENSG00000134757","DSG3",FALSE
"ENSG00000165186.12","turquoise","ENSG00000165186","PTCHD1",FALSE
"ENSG00000061676.15","brown","ENSG00000061676","NCKAP1",FALSE
"ENSG00000153802.12","skyblue","ENSG00000153802","TMPRSS11D",FALSE
