"gene","module","gene_clean","symbol","is_GenAge"
"ENSG00000142279.13","turquoise","ENSG00000142279","WTIP",FALSE
"ENSG00000224629.1","grey","ENSG00000224629","ENSG00000224629",FALSE
"ENSG00000137225.13","turquoise","ENSG00000137225","CAPN11",FALSE
"ENSG00000213328.3","grey","ENSG00000213328","ENSG00000213328",FALSE
"ENSG00000095321.18","yellow","ENSG00000095321","CRAT",FALSE
"ENSG00000287117.1","grey","ENSG00000287117","ENSG00000287117",FALSE
"ENSG00000091140.15","yellow","ENSG00000091140","DLD",FALSE
"ENSG00000072195.15","tan","ENSG00000072195","SPEG",FALSE
"ENSG00000261588.1","grey","ENSG00000261588","ENSG00000261588",FALSE
"ENSG00000238172.2","magenta","ENSG00000238172","RPS2P35",FALSE
"ENSG00000171533.12","turquoise","ENSG00000171533","MAP6",FALSE
"ENSG00000103512.16","red","ENSG00000103512","NOMO1",FALSE
"ENSG00000197448.14","yellow","ENSG00000197448","GSTK1",FALSE
"ENSG00000104044.16","turquoise","ENSG00000104044","OCA2",FALSE
"ENSG00000277879.1","grey","ENSG00000277879","ENSG00000277879",FALSE
"ENSG00000100365.16","cyan","ENSG00000100365","NCF4",FALSE
"ENSG00000184009.13","turquoise","ENSG00000184009","ACTG1",FALSE
"ENSG00000101439.9","red","ENSG00000101439","CST3",FALSE
"ENSG00000254164.1","grey","ENSG00000254164","ENSG00000254164",FALSE
"ENSG00000188157.15","turquoise","ENSG00000188157","AGRN",FALSE
"ENSG00000270882.3","red","ENSG00000270882","H4C14",FALSE
"ENSG00000279036.1","turquoise","ENSG00000279036","ENSG00000279036",FALSE
"ENSG00000132824.14","brown","ENSG00000132824","SERINC3",FALSE
"ENSG00000063438.20","grey","ENSG00000063438","AHRR",FALSE
"ENSG00000197993.9","darkorange","ENSG00000197993","KEL",FALSE
"ENSG00000136603.14","grey60","ENSG00000136603","SKIL",FALSE
"ENSG00000244165.2","black","ENSG00000244165","P2RY11",FALSE
"ENSG00000196754.13","turquoise","ENSG00000196754","S100A2",FALSE
"ENSG00000110090.13","brown","ENSG00000110090","CPT1A",FALSE
"ENSG00000131042.15","cyan","ENSG00000131042","LILRB2",FALSE
"ENSG00000278949.1","brown","ENSG00000278949","ENSG00000278949",FALSE
"ENSG00000185565.12","lightyellow","ENSG00000185565","LSAMP",FALSE
"ENSG00000181690.8","grey","ENSG00000181690","PLAG1",FALSE
"ENSG00000166128.13","brown","ENSG00000166128","RAB8B",FALSE
"ENSG00000277631.6","grey","ENSG00000277631","PGM5P3-AS1",FALSE
"ENSG00000270578.1","blue","ENSG00000270578","ENSG00000270578",FALSE
"ENSG00000113555.6","blue","ENSG00000113555","PCDH12",FALSE
"ENSG00000198794.12","turquoise","ENSG00000198794","SCAMP5",FALSE
"ENSG00000162620.16","red","ENSG00000162620","LRRIQ3",FALSE
"ENSG00000167799.10","yellow","ENSG00000167799","NUDT8",FALSE
"ENSG00000187554.14","turquoise","ENSG00000187554","TLR5",FALSE
"ENSG00000114739.14","blue","ENSG00000114739","ACVR2B",FALSE
"ENSG00000137841.12","cyan","ENSG00000137841","PLCB2",FALSE
"ENSG00000165370.3","magenta","ENSG00000165370","GPR101",FALSE
"ENSG00000100036.13","yellow","ENSG00000100036","SLC35E4",FALSE
"ENSG00000169174.11","grey","ENSG00000169174","PCSK9",FALSE
"ENSG00000186834.4","tan","ENSG00000186834","HEXIM1",FALSE
"ENSG00000177606.8","turquoise","ENSG00000177606","JUN",TRUE
"ENSG00000057657.17","pink","ENSG00000057657","PRDM1",FALSE
"ENSG00000224153.3","grey","ENSG00000224153","LINC02054",FALSE
"ENSG00000237169.1","grey","ENSG00000237169","RPL12P27",FALSE
"ENSG00000248449.2","lightcyan","ENSG00000248449","PCDHGB8P",FALSE
"ENSG00000149150.9","grey","ENSG00000149150","SLC43A1",FALSE
"ENSG00000124092.13","grey","ENSG00000124092","CTCFL",FALSE
"ENSG00000229986.1","turquoise","ENSG00000229986","ENSG00000229986",FALSE
"ENSG00000276527.1","grey","ENSG00000276527","ENSG00000276527",FALSE
"ENSG00000153064.12","green","ENSG00000153064","BANK1",FALSE
"ENSG00000186204.15","turquoise","ENSG00000186204","CYP4F12",FALSE
"ENSG00000275029.1","pink","ENSG00000275029","HMGB1P24",FALSE
"ENSG00000179443.5","grey","ENSG00000179443","OR13C6P",FALSE
"ENSG00000279965.1","turquoise","ENSG00000279965","ENSG00000279965",FALSE
"ENSG00000169862.20","lightyellow","ENSG00000169862","CTNND2",FALSE
"ENSG00000080618.17","grey","ENSG00000080618","CPB2",FALSE
"ENSG00000132003.10","violet","ENSG00000132003","ZSWIM4",FALSE
"ENSG00000119285.11","brown","ENSG00000119285","HEATR1",FALSE
"ENSG00000277304.1","grey","ENSG00000277304","ENSG00000277304",FALSE
"ENSG00000057149.16","skyblue","ENSG00000057149","SERPINB3",FALSE
"ENSG00000179348.12","green","ENSG00000179348","GATA2",FALSE
"ENSG00000185298.13","brown","ENSG00000185298","CCDC137",FALSE
"ENSG00000270964.1","yellow","ENSG00000270964","MAP2K5-DT",FALSE
"ENSG00000102755.12","grey","ENSG00000102755","FLT1",TRUE
"ENSG00000059377.18","cyan","ENSG00000059377","TBXAS1",FALSE
"ENSG00000230091.6","blue","ENSG00000230091","TMEM254-AS1",FALSE
"ENSG00000169071.15","turquoise","ENSG00000169071","ROR2",FALSE
"ENSG00000145384.4","darkred","ENSG00000145384","FABP2",FALSE
"ENSG00000264278.1","blue","ENSG00000264278","ZNF236-DT",FALSE
"ENSG00000285103.2","pink","ENSG00000285103","ENSG00000285103",FALSE
"ENSG00000260918.1","lightyellow","ENSG00000260918","ENSG00000260918",FALSE
"ENSG00000054219.11","turquoise","ENSG00000054219","LY75",FALSE
"ENSG00000228496.2","brown","ENSG00000228496","ENSG00000228496",FALSE
"ENSG00000181741.7","grey","ENSG00000181741","FDX1P1",FALSE
"ENSG00000100316.16","black","ENSG00000100316","RPL3",FALSE
"ENSG00000138829.12","turquoise","ENSG00000138829","FBN2",FALSE
"ENSG00000234380.2","turquoise","ENSG00000234380","LINC01426",FALSE
"ENSG00000232377.1","grey","ENSG00000232377","ENSG00000232377",FALSE
"ENSG00000141542.11","grey","ENSG00000141542","RAB40B",FALSE
"ENSG00000274712.2","grey","ENSG00000274712","ENSG00000274712",FALSE
"ENSG00000280135.1","darkturquoise","ENSG00000280135","ENSG00000280135",FALSE
"ENSG00000240583.14","turquoise","ENSG00000240583","AQP1",FALSE
"ENSG00000162373.13","blue","ENSG00000162373","BEND5",FALSE
"ENSG00000117601.15","red","ENSG00000117601","SERPINC1",FALSE
"ENSG00000287216.1","blue","ENSG00000287216","ENSG00000287216",FALSE
"ENSG00000272079.2","grey","ENSG00000272079","ENSG00000272079",FALSE
"ENSG00000257671.1","black","ENSG00000257671","KRT7-AS",FALSE
"ENSG00000186567.14","lightcyan","ENSG00000186567","CEACAM19",FALSE
"ENSG00000131188.12","lightcyan","ENSG00000131188","PRR7",FALSE
"ENSG00000090376.11","black","ENSG00000090376","IRAK3",FALSE
"ENSG00000253177.2","grey","ENSG00000253177","ENSG00000253177",FALSE
"ENSG00000153446.16","turquoise","ENSG00000153446","C16orf89",FALSE
"ENSG00000107815.10","brown","ENSG00000107815","TWNK",FALSE
"ENSG00000279549.1","grey","ENSG00000279549","ENSG00000279549",FALSE
"ENSG00000282757.4","grey","ENSG00000282757","DUXB",FALSE
"ENSG00000235888.4","salmon","ENSG00000235888","ENSG00000235888",FALSE
"ENSG00000273771.1","turquoise","ENSG00000273771","ENSG00000273771",FALSE
"ENSG00000186094.18","turquoise","ENSG00000186094","AGBL4",FALSE
"ENSG00000286507.1","grey","ENSG00000286507","ENSG00000286507",FALSE
"ENSG00000279936.1","grey","ENSG00000279936","ENSG00000279936",FALSE
"ENSG00000273759.1","greenyellow","ENSG00000273759","ENSG00000273759",FALSE
"ENSG00000140968.11","cyan","ENSG00000140968","IRF8",FALSE
"ENSG00000013364.19","black","ENSG00000013364","MVP",FALSE
"ENSG00000258839.4","greenyellow","ENSG00000258839","MC1R",FALSE
"ENSG00000249148.2","purple","ENSG00000249148","ENSG00000249148",FALSE
"ENSG00000233974.3","grey","ENSG00000233974","ENSG00000233974",FALSE
"ENSG00000237222.4","blue","ENSG00000237222","LINC01968",FALSE
"ENSG00000103489.12","green","ENSG00000103489","XYLT1",FALSE
"ENSG00000179930.6","grey","ENSG00000179930","ZNF648",FALSE
"ENSG00000229782.1","grey","ENSG00000229782","ENSG00000229782",FALSE
"ENSG00000240069.1","turquoise","ENSG00000240069","GPAA1P1",FALSE
"ENSG00000278974.1","grey","ENSG00000278974","ENSG00000278974",FALSE
"ENSG00000166492.9","grey","ENSG00000166492","FAM86GP",FALSE
"ENSG00000270557.1","lightgreen","ENSG00000270557","ENSG00000270557",FALSE
"ENSG00000274214.1","blue","ENSG00000274214","ENSG00000274214",FALSE
"ENSG00000198598.7","pink","ENSG00000198598","MMP17",FALSE
"ENSG00000254343.2","tan","ENSG00000254343","ENSG00000254343",FALSE
"ENSG00000163171.8","grey","ENSG00000163171","CDC42EP3",FALSE
"ENSG00000233237.8","blue","ENSG00000233237","LINC00472",FALSE
"ENSG00000114631.11","grey","ENSG00000114631","PODXL2",FALSE
"ENSG00000176641.11","turquoise","ENSG00000176641","RNF152",FALSE
"ENSG00000231977.2","grey","ENSG00000231977","ENSG00000231977",FALSE
"ENSG00000178033.6","turquoise","ENSG00000178033","CALHM5",FALSE
"ENSG00000135912.11","brown","ENSG00000135912","TTLL4",FALSE
"ENSG00000107020.10","blue","ENSG00000107020","PLGRKT",FALSE
"ENSG00000135426.16","blue","ENSG00000135426","TESPA1",FALSE
"ENSG00000125851.10","blue","ENSG00000125851","PCSK2",FALSE
"ENSG00000125037.13","red","ENSG00000125037","EMC3",FALSE
"ENSG00000261794.2","grey","ENSG00000261794","GOLGA8H",FALSE
"ENSG00000184207.9","yellow","ENSG00000184207","PGP",FALSE
"ENSG00000260510.1","grey","ENSG00000260510","ENSG00000260510",FALSE
"ENSG00000178538.10","blue","ENSG00000178538","CA8",FALSE
"ENSG00000276972.1","turquoise","ENSG00000276972","ENSG00000276972",FALSE
"ENSG00000279133.1","orange","ENSG00000279133","ENSG00000279133",FALSE
"ENSG00000261468.1","pink","ENSG00000261468","ENSG00000261468",FALSE
"ENSG00000258469.1","salmon","ENSG00000258469","CHMP4BP1",FALSE
"ENSG00000269514.3","purple","ENSG00000269514","ENSG00000269514",FALSE
"ENSG00000223773.8","pink","ENSG00000223773","CD99P1",FALSE
"ENSG00000185008.17","turquoise","ENSG00000185008","ROBO2",FALSE
"ENSG00000233644.1","grey","ENSG00000233644","ARHGEF7-IT1",FALSE
"ENSG00000203618.6","turquoise","ENSG00000203618","GP1BB",FALSE
"ENSG00000125744.12","yellow","ENSG00000125744","RTN2",FALSE
"ENSG00000100097.12","yellow","ENSG00000100097","LGALS1",FALSE
"ENSG00000260001.7","grey","ENSG00000260001","TGFBR3L",FALSE
"ENSG00000168710.18","brown","ENSG00000168710","AHCYL1",FALSE
"ENSG00000162738.6","blue","ENSG00000162738","VANGL2",FALSE
"ENSG00000169499.15","turquoise","ENSG00000169499","PLEKHA2",FALSE
"ENSG00000287085.1","midnightblue","ENSG00000287085","ENSG00000287085",FALSE
"ENSG00000229587.2","grey","ENSG00000229587","ENSG00000229587",FALSE
"ENSG00000160766.15","turquoise","ENSG00000160766","GBAP1",FALSE
"ENSG00000137675.5","yellow","ENSG00000137675","MMP27",FALSE
"ENSG00000141854.10","red","ENSG00000141854","MISP3",FALSE
"ENSG00000154134.15","turquoise","ENSG00000154134","ROBO3",FALSE
"ENSG00000244671.3","grey","ENSG00000244671","RN7SL280P",FALSE
"ENSG00000224843.8","blue","ENSG00000224843","LINC00240",FALSE
"ENSG00000138029.14","tan","ENSG00000138029","HADHB",FALSE
"ENSG00000253384.1","grey","ENSG00000253384","ENSG00000253384",FALSE
"ENSG00000204623.10","blue","ENSG00000204623","ZNRD1ASP",FALSE
"ENSG00000268849.5","cyan","ENSG00000268849","SIGLEC22P",FALSE
"ENSG00000288068.1","grey","ENSG00000288068","ENSG00000288068",FALSE
"ENSG00000138823.14","blue","ENSG00000138823","MTTP",FALSE
"ENSG00000226261.1","grey","ENSG00000226261","PIMREGP1",FALSE
"ENSG00000265646.2","magenta","ENSG00000265646","TUFMP1",FALSE
"ENSG00000287253.1","blue","ENSG00000287253","ENSG00000287253",FALSE
"ENSG00000171596.7","turquoise","ENSG00000171596","NMUR1",FALSE
"ENSG00000258947.8","turquoise","ENSG00000258947","TUBB3",FALSE
"ENSG00000224817.2","grey","ENSG00000224817","ENSG00000224817",FALSE
"ENSG00000224635.2","black","ENSG00000224635","ENSG00000224635",FALSE
"ENSG00000279166.1","midnightblue","ENSG00000279166","ENSG00000279166",FALSE
"ENSG00000112837.17","green","ENSG00000112837","TBX18",FALSE
"ENSG00000165175.17","brown","ENSG00000165175","MID1IP1",FALSE
"ENSG00000104381.14","greenyellow","ENSG00000104381","GDAP1",FALSE
"ENSG00000121905.10","lightyellow","ENSG00000121905","HPCA",FALSE
"ENSG00000134369.16","turquoise","ENSG00000134369","NAV1",FALSE
"ENSG00000164124.11","blue","ENSG00000164124","TMEM144",FALSE
"ENSG00000187531.14","brown","ENSG00000187531","SIRT7",TRUE
"ENSG00000278558.5","darkorange","ENSG00000278558","TMEM191B",FALSE
"ENSG00000261216.1","grey","ENSG00000261216","ENSG00000261216",FALSE
"ENSG00000188573.8","grey","ENSG00000188573","FBLL1",FALSE
"ENSG00000105261.8","grey","ENSG00000105261","OVOL3",FALSE
"ENSG00000186399.11","blue","ENSG00000186399","GOLGA8R",FALSE
"ENSG00000136918.8","grey","ENSG00000136918","WDR38",FALSE
"ENSG00000236426.5","midnightblue","ENSG00000236426","ENSG00000236426",FALSE
"ENSG00000287670.1","grey","ENSG00000287670","ENSG00000287670",FALSE
"ENSG00000270591.1","grey","ENSG00000270591","ENSG00000270591",FALSE
"ENSG00000102445.20","turquoise","ENSG00000102445","RUBCNL",FALSE
"ENSG00000135973.3","grey","ENSG00000135973","GPR45",FALSE
"ENSG00000040531.16","brown","ENSG00000040531","CTNS",FALSE
"ENSG00000211949.3","paleturquoise","ENSG00000211949","IGHV3-23",FALSE
"ENSG00000140931.20","turquoise","ENSG00000140931","CMTM3",FALSE
"ENSG00000236782.7","brown","ENSG00000236782","ZNF593OS",FALSE
"ENSG00000260589.1","lightgreen","ENSG00000260589","STAM-DT",FALSE
"ENSG00000265218.1","grey","ENSG00000265218","ENSG00000265218",FALSE
"ENSG00000145390.12","brown","ENSG00000145390","USP53",FALSE
"ENSG00000220201.7","blue","ENSG00000220201","ZGLP1",FALSE
"ENSG00000145990.11","lightcyan","ENSG00000145990","GFOD1",FALSE
"ENSG00000241130.1","blue","ENSG00000241130","RPL32P30",FALSE
"ENSG00000256574.8","grey","ENSG00000256574","OR13A1",FALSE
"ENSG00000273300.1","brown","ENSG00000273300","ENSG00000273300",FALSE
"ENSG00000287657.1","blue","ENSG00000287657","ENSG00000287657",FALSE
"ENSG00000274400.1","grey","ENSG00000274400","ENSG00000274400",FALSE
"ENSG00000219329.1","grey","ENSG00000219329","ENSG00000219329",FALSE
"ENSG00000240366.1","grey","ENSG00000240366","RPL36AP45",FALSE
"ENSG00000155754.15","blue","ENSG00000155754","C2CD6",FALSE
"ENSG00000183186.8","grey","ENSG00000183186","C2CD4C",FALSE
"ENSG00000256746.5","grey","ENSG00000256746","MADD-AS1",FALSE
"ENSG00000155269.12","greenyellow","ENSG00000155269","GPR78",FALSE
"ENSG00000251495.1","magenta","ENSG00000251495","PPIAP11",FALSE
"ENSG00000244623.2","grey","ENSG00000244623","OR2AE1",FALSE
"ENSG00000171365.17","grey60","ENSG00000171365","CLCN5",FALSE
"ENSG00000166947.15","grey","ENSG00000166947","EPB42",FALSE
"ENSG00000112343.11","steelblue","ENSG00000112343","TRIM38",FALSE
"ENSG00000218582.2","magenta","ENSG00000218582","GAPDHP63",FALSE
"ENSG00000286349.1","grey","ENSG00000286349","ENSG00000286349",FALSE
"ENSG00000198324.14","tan","ENSG00000198324","PHETA1",FALSE
"ENSG00000106278.12","darkgreen","ENSG00000106278","PTPRZ1",FALSE
"ENSG00000213934.9","grey","ENSG00000213934","HBG1",FALSE
"ENSG00000135750.15","green","ENSG00000135750","KCNK1",FALSE
"ENSG00000288670.1","yellow","ENSG00000288670","ENSG00000288670",FALSE
"ENSG00000213236.3","magenta","ENSG00000213236","YWHAZP2",FALSE
"ENSG00000196366.3","brown","ENSG00000196366","C9orf163",FALSE
"ENSG00000226380.9","brown","ENSG00000226380","ENSG00000226380",FALSE
"ENSG00000280213.1","blue","ENSG00000280213","UCKL1-AS1",FALSE
"ENSG00000182670.13","blue","ENSG00000182670","TTC3",FALSE
"ENSG00000172264.18","orange","ENSG00000172264","MACROD2",FALSE
"ENSG00000213943.3","red","ENSG00000213943","KRT18P17",FALSE
"ENSG00000188015.10","pink","ENSG00000188015","S100A3",FALSE
"ENSG00000119950.21","brown","ENSG00000119950","MXI1",TRUE
"ENSG00000146112.12","pink","ENSG00000146112","PPP1R18",FALSE
"ENSG00000200237.1","grey","ENSG00000200237","SNORA70",FALSE
"ENSG00000141068.15","lightcyan","ENSG00000141068","KSR1",FALSE
"ENSG00000234353.2","black","ENSG00000234353","ENSG00000234353",FALSE
"ENSG00000162929.14","blue","ENSG00000162929","SANBR",FALSE
"ENSG00000267519.6","black","ENSG00000267519","MIR23AHG",FALSE
"ENSG00000274265.5","grey","ENSG00000274265","ENSG00000274265",FALSE
"ENSG00000102271.14","turquoise","ENSG00000102271","KLHL4",FALSE
"ENSG00000163106.11","cyan","ENSG00000163106","HPGDS",FALSE
"ENSG00000258871.1","grey","ENSG00000258871","ENSG00000258871",FALSE
"ENSG00000138032.21","tan","ENSG00000138032","PPM1B",FALSE
"ENSG00000145283.8","green","ENSG00000145283","SLC10A6",FALSE
"ENSG00000189060.6","purple","ENSG00000189060","H1-0",FALSE
"ENSG00000264701.1","grey","ENSG00000264701","ENSG00000264701",FALSE
"ENSG00000223797.7","yellow","ENSG00000223797","ENTPD3-AS1",FALSE
"ENSG00000277399.6","yellow","ENSG00000277399","GPR179",FALSE
"ENSG00000279071.1","grey","ENSG00000279071","ENSG00000279071",FALSE
"ENSG00000271795.1","pink","ENSG00000271795","ENSG00000271795",FALSE
"ENSG00000271533.1","midnightblue","ENSG00000271533","ENSG00000271533",FALSE
"ENSG00000206579.9","blue","ENSG00000206579","XKR4",FALSE
"ENSG00000139645.11","tan","ENSG00000139645","ANKRD52",FALSE
"ENSG00000280332.1","midnightblue","ENSG00000280332","ENSG00000280332",FALSE
"ENSG00000139211.7","turquoise","ENSG00000139211","AMIGO2",FALSE
"ENSG00000213513.3","pink","ENSG00000213513","IMPDH1P5",FALSE
"ENSG00000099998.19","green","ENSG00000099998","GGT5",FALSE
"ENSG00000150510.17","pink","ENSG00000150510","FAM124A",FALSE
"ENSG00000134940.14","darkorange","ENSG00000134940","ACRV1",FALSE
"ENSG00000188032.10","lightgreen","ENSG00000188032","C19orf67",FALSE
"ENSG00000178965.14","lightyellow","ENSG00000178965","ERICH3",FALSE
"ENSG00000158106.14","green","ENSG00000158106","RHPN1",FALSE
"ENSG00000124159.17","turquoise","ENSG00000124159","MATN4",FALSE
"ENSG00000115159.16","grey","ENSG00000115159","GPD2",FALSE
"ENSG00000270641.1","grey","ENSG00000270641","TSIX",FALSE
"ENSG00000248544.2","blue","ENSG00000248544","ENSG00000248544",FALSE
"ENSG00000236641.2","red","ENSG00000236641","ENSG00000236641",FALSE
"ENSG00000125319.15","black","ENSG00000125319","HROB",FALSE
"ENSG00000161888.12","grey","ENSG00000161888","SPC24",FALSE
"ENSG00000229399.1","grey","ENSG00000229399","ENSG00000229399",FALSE
"ENSG00000242600.8","turquoise","ENSG00000242600","MBL1P",FALSE
"ENSG00000214894.7","grey","ENSG00000214894","LINC00243",FALSE
"ENSG00000236120.7","cyan","ENSG00000236120","ENSG00000236120",FALSE
"ENSG00000205560.13","orange","ENSG00000205560","CPT1B",FALSE
"ENSG00000180667.11","black","ENSG00000180667","YOD1",FALSE
"ENSG00000150281.7","yellow","ENSG00000150281","CTF1",TRUE
"ENSG00000131409.13","turquoise","ENSG00000131409","LRRC4B",FALSE
"ENSG00000232803.1","black","ENSG00000232803","SLCO4A1-AS1",FALSE
"ENSG00000165633.13","turquoise","ENSG00000165633","VSTM4",FALSE
"ENSG00000131174.7","yellow","ENSG00000131174","COX7B",FALSE
"ENSG00000231185.8","grey","ENSG00000231185","SPRY4-AS1",FALSE
"ENSG00000255585.3","black","ENSG00000255585","ENSG00000255585",FALSE
"ENSG00000180660.8","blue","ENSG00000180660","MAB21L1",FALSE
"ENSG00000288859.1","magenta","ENSG00000288859","H2AC19",FALSE
"ENSG00000276952.1","grey","ENSG00000276952","ENSG00000276952",FALSE
"ENSG00000163050.18","tan","ENSG00000163050","COQ8A",FALSE
"ENSG00000176407.18","brown","ENSG00000176407","KCMF1",FALSE
"ENSG00000175701.11","yellow","ENSG00000175701","MTLN",FALSE
"ENSG00000132359.15","green","ENSG00000132359","RAP1GAP2",FALSE
"ENSG00000241399.7","green","ENSG00000241399","CD302",FALSE
"ENSG00000250482.3","grey","ENSG00000250482","DUX4L51",FALSE
"ENSG00000267661.1","grey","ENSG00000267661","ENSG00000267661",FALSE
"ENSG00000279981.1","midnightblue","ENSG00000279981","ENSG00000279981",FALSE
"ENSG00000241472.7","midnightblue","ENSG00000241472","PTPRG-AS1",FALSE
"ENSG00000238260.2","grey","ENSG00000238260","ENSG00000238260",FALSE
"ENSG00000231884.1","magenta","ENSG00000231884","NDUFB1P1",FALSE
"ENSG00000273265.1","purple","ENSG00000273265","CNNM3-DT",FALSE
"ENSG00000226835.4","blue","ENSG00000226835","ARHGAP29-AS1",FALSE
"ENSG00000235034.7","turquoise","ENSG00000235034","C19orf81",FALSE
"ENSG00000256849.1","magenta","ENSG00000256849","TCP1P3",FALSE
"ENSG00000288722.1","grey","ENSG00000288722","F8A1",FALSE
"ENSG00000185633.11","blue","ENSG00000185633","NDUFA4L2",FALSE
"ENSG00000287071.1","turquoise","ENSG00000287071","CDRT15P4",FALSE
"ENSG00000289059.1","grey","ENSG00000289059","ENSG00000289059",FALSE
"ENSG00000117983.17","skyblue","ENSG00000117983","MUC5B",FALSE
"ENSG00000135744.9","orange","ENSG00000135744","AGT",FALSE
"ENSG00000232876.1","yellow","ENSG00000232876","ENSG00000232876",FALSE
"ENSG00000196923.14","yellow","ENSG00000196923","PDLIM7",FALSE
"ENSG00000138030.13","yellow","ENSG00000138030","KHK",FALSE
"ENSG00000227199.1","greenyellow","ENSG00000227199","ST7-AS1",FALSE
"ENSG00000285219.3","blue","ENSG00000285219","HULC",FALSE
"ENSG00000267610.2","grey","ENSG00000267610","ENSG00000267610",FALSE
"ENSG00000289589.1","greenyellow","ENSG00000289589","ENSG00000289589",FALSE
"ENSG00000006468.14","turquoise","ENSG00000006468","ETV1",FALSE
"ENSG00000275343.1","grey","ENSG00000275343","ENSG00000275343",FALSE
"ENSG00000279960.1","grey","ENSG00000279960","ENSG00000279960",FALSE
"ENSG00000138115.15","grey","ENSG00000138115","CYP2C8",FALSE
"ENSG00000119772.19","blue","ENSG00000119772","DNMT3A",FALSE
"ENSG00000174899.13","green","ENSG00000174899","SLC66A1L",FALSE
"ENSG00000271993.1","grey","ENSG00000271993","ENSG00000271993",FALSE
"ENSG00000235899.3","blue","ENSG00000235899","LINC01564",FALSE
"ENSG00000196668.4","grey","ENSG00000196668","LINC00173",FALSE
"ENSG00000183486.14","turquoise","ENSG00000183486","MX2",FALSE
"ENSG00000182324.7","black","ENSG00000182324","KCNJ14",FALSE
"ENSG00000258708.1","blue","ENSG00000258708","SLC25A21-AS1",FALSE
"ENSG00000147894.17","black","ENSG00000147894","C9orf72",FALSE
"ENSG00000010319.7","turquoise","ENSG00000010319","SEMA3G",FALSE
"ENSG00000280424.1","blue","ENSG00000280424","ENSG00000280424",FALSE
"ENSG00000188153.14","blue","ENSG00000188153","COL4A5",FALSE
"ENSG00000269313.5","red","ENSG00000269313","MAGIX",FALSE
"ENSG00000247877.7","grey","ENSG00000247877","FAM174A-DT",FALSE
"ENSG00000287192.1","grey","ENSG00000287192","ENSG00000287192",FALSE
"ENSG00000120889.13","black","ENSG00000120889","TNFRSF10B",FALSE
"ENSG00000169282.18","turquoise","ENSG00000169282","KCNAB1",FALSE
"ENSG00000100504.17","green","ENSG00000100504","PYGL",FALSE
"ENSG00000106992.19","yellow","ENSG00000106992","AK1",FALSE
"ENSG00000213695.3","grey","ENSG00000213695","RPS7P14",FALSE
"ENSG00000254389.3","purple","ENSG00000254389","RHPN1-AS1",FALSE
"ENSG00000204022.9","greenyellow","ENSG00000204022","LIPJ",FALSE
"ENSG00000233783.8","grey","ENSG00000233783","ENSG00000233783",FALSE
"ENSG00000087269.16","brown","ENSG00000087269","NOP14",FALSE
"ENSG00000233395.2","green","ENSG00000233395","LINC00841",FALSE
"ENSG00000218226.1","grey","ENSG00000218226","TATDN2P2",FALSE
"ENSG00000285231.1","grey","ENSG00000285231","OOSP3",FALSE
"ENSG00000198604.11","brown","ENSG00000198604","BAZ1A",FALSE
"ENSG00000231992.1","grey","ENSG00000231992","ENSG00000231992",FALSE
"ENSG00000173208.4","green","ENSG00000173208","ABCD2",FALSE
"ENSG00000072682.20","grey","ENSG00000072682","P4HA2",FALSE
"ENSG00000169252.6","grey","ENSG00000169252","ADRB2",FALSE
"ENSG00000222179.1","grey","ENSG00000222179","RN7SKP26",FALSE
"ENSG00000119714.11","turquoise","ENSG00000119714","GPR68",FALSE
"ENSG00000172375.14","brown","ENSG00000172375","C2CD2L",FALSE
"ENSG00000145386.11","salmon","ENSG00000145386","CCNA2",TRUE
"ENSG00000158714.11","blue","ENSG00000158714","SLAMF8",FALSE
"ENSG00000198590.12","midnightblue","ENSG00000198590","C3orf35",FALSE
"ENSG00000274973.1","grey","ENSG00000274973","BSNDP2",FALSE
"ENSG00000154734.16","grey","ENSG00000154734","ADAMTS1",FALSE
"ENSG00000147443.13","cyan","ENSG00000147443","DOK2",FALSE
"ENSG00000176340.4","yellow","ENSG00000176340","COX8A",FALSE
"ENSG00000128274.17","pink","ENSG00000128274","A4GALT",FALSE
"ENSG00000224259.8","turquoise","ENSG00000224259","LINC01133",FALSE
"ENSG00000236480.1","grey","ENSG00000236480","PKMP1",FALSE
"ENSG00000088682.14","yellow","ENSG00000088682","COQ9",FALSE
"ENSG00000267207.1","grey","ENSG00000267207","ENSG00000267207",FALSE
"ENSG00000165644.11","grey","ENSG00000165644","COMTD1",FALSE
"ENSG00000235440.1","midnightblue","ENSG00000235440","RPS2P15",FALSE
"ENSG00000151650.8","cyan","ENSG00000151650","VENTX",FALSE
"ENSG00000169896.18","cyan","ENSG00000169896","ITGAM",FALSE
"ENSG00000226872.2","red","ENSG00000226872","ENSG00000226872",FALSE
"ENSG00000241832.1","grey","ENSG00000241832","CECR3",FALSE
"ENSG00000163825.5","grey","ENSG00000163825","RTP3",FALSE
"ENSG00000287185.1","brown","ENSG00000287185","ENSG00000287185",FALSE
"ENSG00000184602.6","brown","ENSG00000184602","SNN",FALSE
"ENSG00000114124.3","darkred","ENSG00000114124","GRK7",FALSE
"ENSG00000172292.15","grey60","ENSG00000172292","CERS6",FALSE
"ENSG00000269540.1","grey","ENSG00000269540","ENSG00000269540",FALSE
"ENSG00000135976.21","blue","ENSG00000135976","ANKRD36",FALSE
"ENSG00000180785.10","grey","ENSG00000180785","OR51E1",FALSE
"ENSG00000141506.15","cyan","ENSG00000141506","PIK3R5",FALSE
