"gene","module","MM","p_MM","GS_AGE","p_GS_AGE","abs_MM","abs_GS_AGE","rank_in_module"
"ENSG00000185201.18","pink",0.847990675889898,3.41920521801523e-227,0.16997198614401,1.01090004603583e-06,0.847990675889898,0.16997198614401,8
"ENSG00000141753.7","pink",0.845966240431316,4.84153964477422e-225,0.22718819144687,4.89960426408119e-11,0.845966240431316,0.22718819144687,9
"ENSG00000142089.17","pink",0.842875798588602,8.11998951528774e-222,0.184193651664017,1.12383277943348e-07,0.842875798588602,0.184193651664017,10
"ENSG00000134285.11","pink",0.838409440603582,2.80826353543017e-217,0.179666535399859,2.30512865657028e-07,0.838409440603582,0.179666535399859,11
"ENSG00000140464.20","pink",0.830825525084923,7.02727422042016e-210,0.233475522950098,1.37035179559148e-11,0.830825525084923,0.233475522950098,12
"ENSG00000168404.13","pink",0.824932151555313,2.21904714123316e-204,0.184558960379314,1.05970551736731e-07,0.824932151555313,0.184558960379314,13
"ENSG00000176170.14","pink",0.818109440188565,2.88670635531875e-198,0.194787121950393,1.94965125641648e-08,0.818109440188565,0.194787121950393,14
"ENSG00000182240.16","pink",0.81641005461942,8.7782233097478e-197,0.118410599754434,0.000690327405232072,0.81641005461942,0.118410599754434,15
"ENSG00000213088.12","pink",0.815945281759737,2.21982000234739e-196,0.216541243454583,3.89549345112103e-10,0.815945281759737,0.216541243454583,16
"ENSG00000139146.14","pink",0.813313800497478,4.03818777170867e-194,0.110541589636584,0.00154316727306436,0.813313800497478,0.110541589636584,17
"ENSG00000105639.20","pink",0.809677533378714,4.68384302499445e-191,0.0938103555099005,0.00725598302722034,0.809677533378714,0.0938103555099005,18
"ENSG00000146112.12","pink",0.809303616051047,9.59325755228409e-191,0.0709528617626266,0.042483186021883,0.809303616051047,0.0709528617626266,19
"ENSG00000151789.12","pink",0.808728400393597,2.88143438956649e-190,0.180810109501198,1.92583983377459e-07,0.808728400393597,0.180810109501198,20
"ENSG00000187514.17","pink",0.808566057557374,3.9275344115213e-190,0.178219602446668,2.88915010263898e-07,0.808566057557374,0.178219602446668,21
"ENSG00000120254.16","pink",0.807572852973004,2.59570423960423e-189,0.143430403977012,3.83432222894063e-05,0.807572852973004,0.143430403977012,22
"ENSG00000139117.14","pink",0.807490360732181,3.03499178411837e-189,0.271938870930878,2.46481953000647e-15,0.807490360732181,0.271938870930878,23
"ENSG00000175471.20","pink",0.801706124125407,1.45512635049751e-184,0.16590608855258,1.83427939735978e-06,0.801706124125407,0.16590608855258,24
"ENSG00000198805.12","pink",0.800169265902324,2.40180594574115e-183,0.11579970185395,0.000906462358425012,0.800169265902324,0.11579970185395,25
"ENSG00000164056.11","pink",0.795135219453682,1.97477028532811e-179,0.286884642716122,5.80606381729213e-17,0.795135219453682,0.286884642716122,26
"ENSG00000182511.12","pink",0.794518237795232,5.85842595960081e-179,0.227360648243782,4.73368003933862e-11,0.794518237795232,0.227360648243782,27
"ENSG00000154640.15","pink",0.793523534387396,3.35557118265048e-178,0.191356738374346,3.47563314369861e-08,0.793523534387396,0.191356738374346,28
"ENSG00000097046.13","pink",0.786200727948064,9.55403074915573e-173,0.107273761321433,0.00212428709283089,0.786200727948064,0.107273761321433,29
"ENSG00000119314.16","pink",0.780333091144214,1.57699367044347e-168,0.144205907466202,3.47701409641121e-05,0.780333091144214,0.144205907466202,30
