"gene","module"
"ENSG00000287151.1","turquoise"
"ENSG00000106178.7","grey"
"ENSG00000180767.11","saddlebrown"
"ENSG00000164077.15","red"
"ENSG00000198865.10","turquoise"
"ENSG00000118526.7","green"
"ENSG00000259411.1","grey"
"ENSG00000130844.19","turquoise"
"ENSG00000034510.6","turquoise"
"ENSG00000232599.1","green"
"ENSG00000180758.12","tan"
"ENSG00000232037.3","magenta"
"ENSG00000162777.17","cyan"
"ENSG00000198064.14","black"
"ENSG00000273565.1","grey"
"ENSG00000212123.4","purple"
"ENSG00000088298.13","brown"
"ENSG00000179743.4","blue"
"ENSG00000153132.13","blue"
"ENSG00000239912.1","grey"
"ENSG00000288961.1","blue"
"ENSG00000100060.18","green"
"ENSG00000254039.1","grey"
"ENSG00000169504.15","pink"
"ENSG00000280109.3","midnightblue"
"ENSG00000144655.15","grey"
"ENSG00000276269.1","black"
"ENSG00000223635.2","magenta"
"ENSG00000250101.1","grey"
"ENSG00000239593.1","grey"
"ENSG00000258464.2","magenta"
"ENSG00000149557.14","darkgrey"
"ENSG00000239605.11","grey"
"ENSG00000117395.13","brown"
"ENSG00000125746.18","grey"
"ENSG00000275915.1","grey"
"ENSG00000255260.1","grey"
"ENSG00000101198.15","darkgreen"
"ENSG00000245552.8","blue"
"ENSG00000272578.5","black"
"ENSG00000257052.1","red"
"ENSG00000186766.8","turquoise"
"ENSG00000227070.1","grey"
"ENSG00000280693.2","grey"
"ENSG00000175073.8","brown"
"ENSG00000179583.20","turquoise"
"ENSG00000135549.15","blue"
"ENSG00000235262.1","salmon"
"ENSG00000197272.2","grey"
"ENSG00000139187.10","yellow"
"ENSG00000182326.16","green"
"ENSG00000177425.11","turquoise"
"ENSG00000259642.2","purple"
"ENSG00000121552.4","skyblue"
"ENSG00000250107.1","grey"
"ENSG00000109846.9","blue"
"ENSG00000168487.20","black"
"ENSG00000279696.1","brown"
"ENSG00000220267.1","grey"
"ENSG00000257272.1","grey"
"ENSG00000106688.12","green"
"ENSG00000266651.1","pink"
"ENSG00000237356.7","turquoise"
"ENSG00000143643.13","brown"
"ENSG00000149656.8","grey"
"ENSG00000163513.19","green"
"ENSG00000178397.13","yellow"
"ENSG00000198712.1","tan"
"ENSG00000206147.5","magenta"
"ENSG00000167280.17","blue"
"ENSG00000165076.14","darkorange"
"ENSG00000272384.1","grey"
"ENSG00000154803.13","red"
"ENSG00000211459.2","tan"
"ENSG00000133136.5","magenta"
"ENSG00000224647.2","purple"
"ENSG00000166510.14","grey60"
"ENSG00000249626.1","greenyellow"
"ENSG00000157399.17","darkgreen"
"ENSG00000169469.9","skyblue"
"ENSG00000233144.1","midnightblue"
"ENSG00000072041.18","green"
"ENSG00000023287.13","tan"
"ENSG00000124006.15","blue"
"ENSG00000242252.2","yellow"
"ENSG00000205534.6","brown"
"ENSG00000131653.13","brown"
"ENSG00000287281.1","grey"
"ENSG00000132437.18","blue"
"ENSG00000258476.7","turquoise"
"ENSG00000142632.17","green"
"ENSG00000245970.2","black"
"ENSG00000163406.11","grey"
"ENSG00000198829.6","cyan"
"ENSG00000095637.23","grey"
"ENSG00000184500.16","turquoise"
"ENSG00000164611.13","grey"
"ENSG00000288741.1","purple"
"ENSG00000214290.9","turquoise"
"ENSG00000129682.16","blue"
"ENSG00000110344.10","brown"
"ENSG00000179909.16","blue"
"ENSG00000170315.14","blue"
"ENSG00000104361.10","green"
"ENSG00000244161.1","turquoise"
"ENSG00000127954.13","pink"
"ENSG00000144834.14","lightyellow"
"ENSG00000211892.4","paleturquoise"
"ENSG00000260877.3","green"
"ENSG00000276168.1","grey"
"ENSG00000182568.17","blue"
"ENSG00000198947.18","orange"
"ENSG00000176753.5","blue"
"ENSG00000240338.6","white"
"ENSG00000069188.17","turquoise"
"ENSG00000108784.10","brown"
"ENSG00000165168.8","cyan"
"ENSG00000203414.2","red"
"ENSG00000100889.12","green"
"ENSG00000287116.1","grey"
"ENSG00000027697.15","brown"
"ENSG00000168014.18","black"
"ENSG00000182983.15","blue"
"ENSG00000230928.1","turquoise"
"ENSG00000207445.1","black"
"ENSG00000229368.1","tan"
"ENSG00000141744.4","grey"
"ENSG00000015520.15","salmon"
"ENSG00000104177.19","turquoise"
"ENSG00000235010.1","grey"
"ENSG00000240086.7","blue"
"ENSG00000261342.1","red"
"ENSG00000269949.1","grey"
"ENSG00000182168.15","turquoise"
"ENSG00000288063.1","grey"
"ENSG00000180458.2","grey"
"ENSG00000131484.4","grey"
"ENSG00000110484.7","royalblue"
"ENSG00000237693.5","grey"
"ENSG00000028137.19","pink"
"ENSG00000278903.4","yellow"
"ENSG00000076944.17","cyan"
"ENSG00000220256.4","grey"
"ENSG00000278918.1","pink"
"ENSG00000078237.7","brown"
"ENSG00000118276.12","grey"
"ENSG00000124507.11","lightyellow"
"ENSG00000163110.15","blue"
"ENSG00000142611.17","turquoise"
"ENSG00000224078.15","grey60"
"ENSG00000106070.20","tan"
"ENSG00000189182.10","royalblue"
"ENSG00000186073.14","grey"
"ENSG00000140057.9","brown"
"ENSG00000233006.8","grey60"
"ENSG00000184361.13","grey"
"ENSG00000161914.10","brown"
"ENSG00000255524.8","grey"
"ENSG00000222012.1","green"
"ENSG00000230026.2","grey"
"ENSG00000180697.9","grey"
"ENSG00000278965.1","green"
"ENSG00000229228.1","grey"
"ENSG00000230627.1","grey"
"ENSG00000136286.16","cyan"
"ENSG00000115657.14","red"
"ENSG00000136869.16","green"
"ENSG00000007314.12","yellow"
"ENSG00000136010.14","turquoise"
"ENSG00000137672.13","turquoise"
"ENSG00000144306.15","blue"
"ENSG00000228570.8","grey"
"ENSG00000128262.8","green"
"ENSG00000225498.1","grey"
"ENSG00000146276.12","black"
"ENSG00000156931.16","blue"
"ENSG00000197599.13","greenyellow"
"ENSG00000250831.1","blue"
"ENSG00000150768.17","yellow"
"ENSG00000214146.3","blue"
"ENSG00000273373.1","salmon"
"ENSG00000248206.2","yellow"
"ENSG00000272248.1","grey"
"ENSG00000197180.3","yellow"
"ENSG00000275302.2","darkturquoise"
"ENSG00000197149.5","grey"
"ENSG00000268947.1","grey"
"ENSG00000256124.6","blue"
"ENSG00000223510.7","salmon"
"ENSG00000189227.6","yellow"
"ENSG00000198788.9","white"
"ENSG00000103353.16","red"
"ENSG00000166813.16","turquoise"
"ENSG00000148143.13","grey"
"ENSG00000153233.13","blue"
"ENSG00000177181.15","yellow"
"ENSG00000272555.1","grey60"
"ENSG00000079459.13","blue"
"ENSG00000227252.2","yellow"
"ENSG00000287401.1","grey"
"ENSG00000167286.10","darkturquoise"
"ENSG00000164303.11","darkgreen"
"ENSG00000249751.4","turquoise"
"ENSG00000232912.6","black"
"ENSG00000062716.13","black"
"ENSG00000100290.3","grey"
"ENSG00000271964.1","blue"
"ENSG00000188822.8","grey"
"ENSG00000183570.17","green"
"ENSG00000264204.2","grey"
"ENSG00000226979.9","salmon"
"ENSG00000230216.1","magenta"
"ENSG00000007350.17","blue"
"ENSG00000131828.14","yellow"
"ENSG00000186529.16","grey"
"ENSG00000204394.13","brown"
"ENSG00000082458.12","turquoise"
"ENSG00000214944.10","green"
"ENSG00000228238.1","darkred"
"ENSG00000288994.1","grey"
"ENSG00000178531.6","lightyellow"
"ENSG00000133460.20","blue"
"ENSG00000196557.13","grey"
"ENSG00000119888.11","skyblue"
"ENSG00000246777.1","grey"
"ENSG00000147465.12","white"
"ENSG00000233754.2","grey"
"ENSG00000007516.14","blue"
"ENSG00000166402.9","blue"
"ENSG00000205784.4","darkorange"
"ENSG00000289083.1","grey"
"ENSG00000115257.15","grey"
"ENSG00000129535.13","blue"
"ENSG00000143479.18","pink"
"ENSG00000179562.3","brown"
"ENSG00000181885.18","cyan"
"ENSG00000225210.10","turquoise"
"ENSG00000280233.1","grey60"
"ENSG00000145194.19","lightyellow"
"ENSG00000249767.1","grey"
"ENSG00000285210.1","blue"
"ENSG00000233868.1","magenta"
"ENSG00000113088.6","darkturquoise"
"ENSG00000124496.12","turquoise"
"ENSG00000186364.12","blue"
"ENSG00000082512.15","turquoise"
"ENSG00000099624.8","yellow"
"ENSG00000269653.1","blue"
"ENSG00000269794.1","grey"
"ENSG00000259775.1","purple"
"ENSG00000229132.2","magenta"
"ENSG00000189089.5","grey"
"ENSG00000210174.1","magenta"
"ENSG00000213199.8","grey"
"ENSG00000163596.17","grey"
"ENSG00000286450.1","greenyellow"
"ENSG00000182541.18","black"
"ENSG00000116337.20","pink"
"ENSG00000247271.8","blue"
"ENSG00000126856.16","grey"
"ENSG00000224596.9","greenyellow"
"ENSG00000218336.9","yellow"
"ENSG00000163687.14","grey"
"ENSG00000285672.1","grey"
"ENSG00000246451.2","midnightblue"
"ENSG00000259188.6","green"
"ENSG00000254453.2","grey"
"ENSG00000177989.14","turquoise"
"ENSG00000124126.14","grey"
"ENSG00000114395.11","red"
"ENSG00000136155.17","royalblue"
"ENSG00000182722.5","grey"
"ENSG00000198736.13","blue"
"ENSG00000124003.13","blue"
"ENSG00000179041.4","brown"
"ENSG00000237161.4","grey"
"ENSG00000111879.20","turquoise"
"ENSG00000167910.4","grey"
"ENSG00000286977.1","blue"
"ENSG00000213563.7","red"
"ENSG00000138600.10","brown"
"ENSG00000269001.3","grey"
"ENSG00000113140.11","turquoise"
"ENSG00000101871.17","turquoise"
"ENSG00000080200.10","brown"
"ENSG00000286275.1","greenyellow"
"ENSG00000163958.14","greenyellow"
"ENSG00000208028.1","grey"
"ENSG00000169760.17","green"
"ENSG00000163694.15","cyan"
"ENSG00000170921.16","tan"
"ENSG00000129646.16","salmon"
"ENSG00000002587.10","green"
"ENSG00000222460.1","grey"
"ENSG00000228886.1","grey"
"ENSG00000104549.12","turquoise"
"ENSG00000132518.7","magenta"
"ENSG00000241553.13","brown"
"ENSG00000164136.17","blue"
"ENSG00000122592.8","yellow"
"ENSG00000120088.15","blue"
"ENSG00000274963.1","greenyellow"
"ENSG00000204070.10","red"
"ENSG00000260260.2","black"
"ENSG00000255397.1","grey"
"ENSG00000145545.12","blue"
"ENSG00000134539.17","turquoise"
"ENSG00000177192.14","brown"
"ENSG00000239483.1","grey"
"ENSG00000232533.2","violet"
"ENSG00000151090.20","tan"
"ENSG00000108405.4","turquoise"
"ENSG00000272010.1","grey"
"ENSG00000228540.1","black"
"ENSG00000283928.1","blue"
"ENSG00000270248.1","grey"
"ENSG00000166483.12","lightcyan"
"ENSG00000198648.11","grey"
"ENSG00000128340.15","cyan"
"ENSG00000175985.10","grey"
"ENSG00000188981.11","salmon"
"ENSG00000248489.3","salmon"
"ENSG00000258679.1","magenta"
"ENSG00000257438.1","grey"
"ENSG00000212663.2","grey"
"ENSG00000188112.9","royalblue"
"ENSG00000147676.14","royalblue"
"ENSG00000240244.3","darkred"
"ENSG00000213973.10","grey"
"ENSG00000131669.10","red"
"ENSG00000225968.8","pink"
"ENSG00000258769.1","grey"
"ENSG00000223745.8","blue"
"ENSG00000136274.9","turquoise"
"ENSG00000147378.11","blue"
"ENSG00000163364.10","turquoise"
"ENSG00000285691.2","black"
"ENSG00000139180.11","yellow"
"ENSG00000152092.16","lightyellow"
"ENSG00000279075.1","grey"
"ENSG00000232709.1","salmon"
"ENSG00000146729.10","yellow"
"ENSG00000187688.15","turquoise"
"ENSG00000247708.8","blue"
"ENSG00000197312.12","grey"
"ENSG00000110318.15","green"
"ENSG00000134061.5","cyan"
"ENSG00000260615.1","purple"
"ENSG00000110799.14","green"
"ENSG00000143458.12","blue"
"ENSG00000263429.3","grey"
"ENSG00000236577.1","grey"
"ENSG00000257122.5","turquoise"
"ENSG00000267501.1","darkred"
"ENSG00000039068.20","royalblue"
"ENSG00000225555.2","grey"
"ENSG00000218682.1","magenta"
"ENSG00000113396.13","grey"
"ENSG00000283566.2","grey"
"ENSG00000284740.2","yellow"
"ENSG00000272986.1","grey"
"ENSG00000165443.12","yellow"
"ENSG00000182809.11","turquoise"
"ENSG00000134874.18","turquoise"
"ENSG00000273403.1","turquoise"
"ENSG00000288952.1","brown"
"ENSG00000168000.16","red"
"ENSG00000287629.1","grey"
"ENSG00000183199.6","magenta"
"ENSG00000256195.3","pink"
"ENSG00000260317.1","darkred"
"ENSG00000119523.10","black"
"ENSG00000145087.13","lightyellow"
"ENSG00000226440.7","turquoise"
"ENSG00000170075.10","darkgreen"
"ENSG00000269637.1","magenta"
"ENSG00000289554.1","brown"
"ENSG00000067606.17","darkorange"
"ENSG00000188039.16","turquoise"
"ENSG00000233820.2","blue"
"ENSG00000198108.4","darkgrey"
"ENSG00000257298.1","turquoise"
"ENSG00000263280.3","yellow"
"ENSG00000127663.15","brown"
"ENSG00000172927.9","green"
"ENSG00000182950.3","turquoise"
"ENSG00000275552.1","grey"
"ENSG00000162836.12","blue"
"ENSG00000147324.11","violet"
"ENSG00000236152.1","magenta"
"ENSG00000084754.12","red"
"ENSG00000253092.1","blue"
"ENSG00000279159.1","blue"
"ENSG00000277977.1","grey"
"ENSG00000263843.1","purple"
"ENSG00000212541.1","grey"
"ENSG00000259169.1","grey"
"ENSG00000213640.3","salmon"
"ENSG00000232386.9","turquoise"
"ENSG00000224411.3","magenta"
"ENSG00000286118.1","blue"
"ENSG00000271383.8","black"
"ENSG00000172020.13","lightyellow"
"ENSG00000171862.12","green"
"ENSG00000289131.1","brown"
"ENSG00000177150.13","yellow"
"ENSG00000256006.1","lightcyan"
"ENSG00000235688.3","turquoise"
"ENSG00000128218.8","grey"
"ENSG00000164463.12","black"
"ENSG00000101425.14","grey"
"ENSG00000172247.4","turquoise"
"ENSG00000149131.17","green"
"ENSG00000203363.2","black"
"ENSG00000213341.11","brown"
"ENSG00000261367.1","grey"
"ENSG00000187942.12","turquoise"
"ENSG00000144791.10","red"
"ENSG00000228330.1","tan"
"ENSG00000186314.12","turquoise"
"ENSG00000176658.17","turquoise"
"ENSG00000279161.1","turquoise"
"ENSG00000107758.16","yellow"
"ENSG00000255203.1","grey"
"ENSG00000076258.10","blue"
"ENSG00000147488.12","lightyellow"
"ENSG00000165131.8","darkorange"
"ENSG00000289037.1","yellow"
"ENSG00000128052.10","grey"
"ENSG00000126785.13","turquoise"
"ENSG00000144645.15","turquoise"
"ENSG00000279693.1","blue"
"ENSG00000289293.1","grey"
"ENSG00000276980.1","lightcyan"
"ENSG00000224844.1","brown"
"ENSG00000103047.8","brown"
"ENSG00000199846.1","grey"
"ENSG00000278966.2","darkred"
"ENSG00000163170.12","yellow"
"ENSG00000165409.18","blue"
"ENSG00000185164.15","red"
"ENSG00000254968.7","grey"
"ENSG00000134508.13","turquoise"
"ENSG00000258033.1","magenta"
"ENSG00000247373.3","blue"
"ENSG00000132623.16","grey"
"ENSG00000142798.20","grey60"
"ENSG00000172915.20","blue"
"ENSG00000247970.3","grey"
"ENSG00000152217.20","yellow"
"ENSG00000205890.3","royalblue"
"ENSG00000280378.1","midnightblue"
"ENSG00000287512.1","blue"
"ENSG00000228918.4","grey"
"ENSG00000008283.16","turquoise"
"ENSG00000181192.12","yellow"
"ENSG00000268297.1","cyan"
"ENSG00000259570.1","grey"
"ENSG00000136193.17","green"
"ENSG00000256274.1","midnightblue"
"ENSG00000255568.3","purple"
"ENSG00000267390.2","yellow"
"ENSG00000258090.1","magenta"
"ENSG00000236017.8","grey"
"ENSG00000231995.2","grey"
"ENSG00000279199.1","lightgreen"
"ENSG00000253159.3","lightcyan"
"ENSG00000279744.1","midnightblue"
"ENSG00000119737.6","brown"
"ENSG00000258572.1","turquoise"
"ENSG00000094963.14","green"
"ENSG00000115363.14","blue"
"ENSG00000100908.14","yellow"
"ENSG00000163322.14","grey"
"ENSG00000138136.7","yellow"
"ENSG00000241549.8","grey"
"ENSG00000249740.4","black"
"ENSG00000091490.11","turquoise"
"ENSG00000132164.10","lightyellow"
"ENSG00000271761.1","grey"
"ENSG00000187682.2","salmon"
"ENSG00000268818.2","grey"
"ENSG00000278989.1","yellow"
"ENSG00000117425.14","grey"
"ENSG00000114279.15","yellow"
"ENSG00000114013.16","cyan"
"ENSG00000289547.1","midnightblue"
"ENSG00000255438.2","pink"
"ENSG00000232000.3","turquoise"
"ENSG00000234949.2","blue"
"ENSG00000274370.1","brown"
"ENSG00000185811.20","cyan"
"ENSG00000237950.3","salmon"
"ENSG00000135547.9","lightcyan"
"ENSG00000174599.5","blue"
"ENSG00000126953.8","yellow"
"ENSG00000180769.10","blue"
"ENSG00000228649.10","black"
"ENSG00000254866.2","grey"
"ENSG00000178115.12","blue"
"ENSG00000154079.6","blue"
"ENSG00000100364.19","red"
"ENSG00000236915.2","grey"
"ENSG00000178934.5","royalblue"
"ENSG00000165338.17","grey"
"ENSG00000163702.20","grey60"
"ENSG00000163563.8","cyan"
"ENSG00000274925.1","lightgreen"
"ENSG00000059145.19","brown"
"ENSG00000126895.16","grey"
"ENSG00000240356.6","turquoise"
"ENSG00000147027.4","yellow"
"ENSG00000260796.1","grey"
"ENSG00000278129.2","pink"
"ENSG00000287001.2","grey"
"ENSG00000129007.16","grey"
"ENSG00000272568.6","blue"
"ENSG00000279873.2","grey"
"ENSG00000111319.13","green"
"ENSG00000109771.16","blue"
"ENSG00000218426.5","magenta"
"ENSG00000167912.7","turquoise"
"ENSG00000180574.4","grey"
"ENSG00000127914.19","blue"
"ENSG00000183535.9","grey"
"ENSG00000286817.1","grey"
"ENSG00000233033.1","midnightblue"
"ENSG00000160999.11","grey"
"ENSG00000172638.13","darkgrey"
"ENSG00000204913.7","grey"
"ENSG00000171357.6","turquoise"
"ENSG00000271930.1","grey"
"ENSG00000149380.12","turquoise"
"ENSG00000121897.15","blue"
"ENSG00000279074.1","grey"
"ENSG00000117399.14","saddlebrown"
"ENSG00000254833.1","grey"
"ENSG00000125354.24","turquoise"
"ENSG00000140990.15","yellow"
"ENSG00000128815.20","cyan"
"ENSG00000170412.18","red"
"ENSG00000284309.1","black"
"ENSG00000157379.14","turquoise"
"ENSG00000240882.1","grey"
"ENSG00000279927.1","grey"
"ENSG00000241839.10","pink"
"ENSG00000225620.1","grey"
"ENSG00000170684.10","brown"
"ENSG00000127666.11","brown"
"ENSG00000240089.2","turquoise"
"ENSG00000184702.20","turquoise"
"ENSG00000180998.12","blue"
"ENSG00000103089.9","darkgreen"
"ENSG00000249085.1","blue"
"ENSG00000174567.8","black"
"ENSG00000167880.8","royalblue"
"ENSG00000110375.3","grey"
"ENSG00000228363.2","greenyellow"
"ENSG00000125247.16","blue"
"ENSG00000286460.1","grey"
"ENSG00000286033.1","grey"
"ENSG00000265491.5","blue"
"ENSG00000182993.5","yellow"
"ENSG00000149506.12","green"
"ENSG00000232909.1","brown"
"ENSG00000260018.1","yellow"
"ENSG00000135362.14","turquoise"
"ENSG00000179698.14","blue"
"ENSG00000165983.15","yellow"
"ENSG00000185813.11","yellow"
"ENSG00000142303.14","turquoise"
"ENSG00000144136.11","black"
"ENSG00000151812.15","grey"
"ENSG00000233131.1","blue"
"ENSG00000214892.4","magenta"
"ENSG00000198298.13","brown"
"ENSG00000289042.1","turquoise"
"ENSG00000165621.9","turquoise"
"ENSG00000205339.10","brown"
"ENSG00000289388.1","grey"
"ENSG00000186790.6","grey"
"ENSG00000185483.13","grey"
"ENSG00000153982.11","yellow"
"ENSG00000186715.11","grey"
"ENSG00000120705.13","brown"
"ENSG00000249780.1","magenta"
"ENSG00000214027.3","yellow"
"ENSG00000186300.12","grey"
"ENSG00000104343.21","brown"
"ENSG00000242169.2","magenta"
"ENSG00000115165.10","cyan"
"ENSG00000180353.11","cyan"
"ENSG00000242602.1","midnightblue"
"ENSG00000261239.6","darkorange"
"ENSG00000267203.1","black"
"ENSG00000283443.2","grey"
"ENSG00000187904.3","grey"
"ENSG00000187122.17","blue"
"ENSG00000225140.1","grey"
"ENSG00000168016.15","turquoise"
"ENSG00000234458.4","yellow"
"ENSG00000171848.16","saddlebrown"
"ENSG00000240023.1","grey60"
"ENSG00000213638.6","brown"
"ENSG00000185088.14","brown"
"ENSG00000282164.3","blue"
"ENSG00000136750.13","lightyellow"
"ENSG00000271676.1","grey"
"ENSG00000106804.8","green"
"ENSG00000167528.13","tan"
"ENSG00000228158.2","orange"
"ENSG00000152952.12","turquoise"
"ENSG00000095777.17","turquoise"
"ENSG00000139405.16","yellow"
"ENSG00000287936.1","blue"
"ENSG00000158473.8","grey"
"ENSG00000145416.14","greenyellow"
"ENSG00000185989.11","turquoise"
"ENSG00000279365.1","grey"
"ENSG00000076770.15","green"
"ENSG00000164978.18","yellow"
"ENSG00000240005.6","yellow"
"ENSG00000183765.23","salmon"
"ENSG00000131398.15","red"
"ENSG00000289046.1","lightgreen"
"ENSG00000148200.17","black"
"ENSG00000225558.1","magenta"
"ENSG00000260941.1","darkred"
"ENSG00000281571.2","grey"
"ENSG00000236905.2","grey"
"ENSG00000226913.2","lightgreen"
"ENSG00000177335.12","blue"
"ENSG00000245281.8","yellow"
"ENSG00000104888.10","turquoise"
"ENSG00000155287.11","black"
"ENSG00000163993.7","black"
"ENSG00000204556.4","grey"
"ENSG00000128604.20","cyan"
"ENSG00000289106.1","yellow"
"ENSG00000112414.15","green"
"ENSG00000058262.10","brown"
"ENSG00000169131.13","brown"
"ENSG00000287011.1","grey"
"ENSG00000196405.13","blue"
"ENSG00000086548.9","skyblue"
"ENSG00000279605.1","black"
"ENSG00000183208.13","yellow"
"ENSG00000224796.1","grey"
"ENSG00000143869.7","turquoise"
"ENSG00000279660.1","grey"
"ENSG00000279665.1","grey"
"ENSG00000276434.1","grey"
"ENSG00000187808.5","cyan"
"ENSG00000273142.1","blue"
"ENSG00000154227.14","grey"
"ENSG00000227811.3","grey"
"ENSG00000160741.17","brown"
"ENSG00000180113.16","salmon"
"ENSG00000184923.12","blue"
"ENSG00000269901.1","grey"
"ENSG00000263961.8","cyan"
"ENSG00000228109.2","blue"
"ENSG00000273901.1","lightgreen"
"ENSG00000196724.13","blue"
"ENSG00000187630.18","red"
"ENSG00000054793.14","grey"
"ENSG00000153086.14","grey"
"ENSG00000006128.12","darkgreen"
"ENSG00000179295.19","brown"
"ENSG00000134871.19","green"
"ENSG00000175899.15","turquoise"
"ENSG00000107295.10","lightyellow"
"ENSG00000112981.5","grey"
"ENSG00000154269.15","blue"
"ENSG00000258171.2","blue"
"ENSG00000255421.1","grey"
"ENSG00000169231.13","blue"
"ENSG00000148660.21","yellow"
"ENSG00000102181.21","red"
"ENSG00000115756.13","grey60"
"ENSG00000102981.10","red"
"ENSG00000131788.16","brown"
"ENSG00000167081.18","brown"
"ENSG00000277948.1","grey"
"ENSG00000232757.1","grey"
"ENSG00000162641.20","darkgrey"
"ENSG00000270104.1","grey"
"ENSG00000158856.19","yellow"
"ENSG00000287417.1","turquoise"
"ENSG00000135253.16","blue"
"ENSG00000272347.1","grey"
"ENSG00000253330.1","black"
"ENSG00000141337.13","greenyellow"
"ENSG00000139220.17","turquoise"
"ENSG00000278107.1","yellow"
"ENSG00000164142.16","grey"
"ENSG00000231304.2","red"
"ENSG00000215301.11","brown"
"ENSG00000286355.1","grey"
"ENSG00000245522.2","greenyellow"
"ENSG00000179456.10","yellow"
"ENSG00000143942.5","brown"
"ENSG00000215452.5","blue"
"ENSG00000100450.13","darkturquoise"
"ENSG00000143297.19","paleturquoise"
"ENSG00000181754.7","yellow"
"ENSG00000281091.3","grey"
"ENSG00000169306.10","blue"
"ENSG00000289480.1","grey"
"ENSG00000225938.2","pink"
"ENSG00000104972.16","cyan"
"ENSG00000234193.1","grey"
"ENSG00000253175.1","grey"
"ENSG00000265010.1","grey"
"ENSG00000170421.13","skyblue"
"ENSG00000147799.12","darkgrey"
"ENSG00000253347.1","grey"
"ENSG00000132517.15","greenyellow"
"ENSG00000083457.12","yellow"
"ENSG00000213363.4","grey"
"ENSG00000250971.3","turquoise"
"ENSG00000067715.14","lightyellow"
"ENSG00000253194.2","green"
"ENSG00000241582.1","grey"
"ENSG00000237422.3","darkred"
"ENSG00000158955.11","green"
"ENSG00000171798.19","lightyellow"
"ENSG00000005486.17","brown"
"ENSG00000151376.18","blue"
"ENSG00000127022.16","brown"
"ENSG00000153815.18","pink"
"ENSG00000260404.4","greenyellow"
"ENSG00000137563.13","turquoise"
"ENSG00000232027.2","midnightblue"
"ENSG00000188779.12","grey"
"ENSG00000259961.1","yellow"
"ENSG00000275833.1","grey"
"ENSG00000271646.1","purple"
"ENSG00000225377.6","red"
"ENSG00000206910.1","pink"
"ENSG00000150048.10","pink"
"ENSG00000270711.1","grey"
"ENSG00000259425.5","grey"
"ENSG00000173930.9","blue"
"ENSG00000187164.20","turquoise"
"ENSG00000104863.12","yellow"
"ENSG00000196188.12","skyblue"
"ENSG00000132294.15","tan"
"ENSG00000272183.1","green"
"ENSG00000089327.15","turquoise"
"ENSG00000141748.13","lightgreen"
"ENSG00000258875.6","grey"
"ENSG00000282840.1","yellow"
"ENSG00000076351.13","blue"
"ENSG00000113263.13","darkturquoise"
"ENSG00000269837.1","purple"
"ENSG00000130402.13","turquoise"
"ENSG00000184261.5","darkgreen"
"ENSG00000230587.3","grey"
"ENSG00000070756.17","brown"
"ENSG00000247809.10","turquoise"
"ENSG00000289171.1","midnightblue"
"ENSG00000249476.2","salmon"
"ENSG00000046889.19","turquoise"
"ENSG00000224861.1","magenta"
"ENSG00000231164.1","grey"
"ENSG00000165105.10","brown"
"ENSG00000162881.6","turquoise"
"ENSG00000236886.2","blue"
"ENSG00000225177.6","green"
"ENSG00000268884.1","black"
"ENSG00000176349.11","grey"
"ENSG00000211689.7","darkturquoise"
"ENSG00000227189.2","grey"
"ENSG00000254290.2","grey"
"ENSG00000240065.8","turquoise"
"ENSG00000124831.19","blue"
"ENSG00000148948.8","turquoise"
"ENSG00000243679.1","greenyellow"
"ENSG00000274204.1","turquoise"
"ENSG00000166016.6","tan"
"ENSG00000253406.1","grey"
"ENSG00000279342.2","turquoise"
"ENSG00000108176.15","yellow"
"ENSG00000035687.10","brown"
"ENSG00000221916.4","red"
"ENSG00000130193.8","yellow"
"ENSG00000182574.8","grey"
"ENSG00000259877.2","purple"
"ENSG00000271662.1","lightgreen"
"ENSG00000012124.17","cyan"
"ENSG00000154262.13","green"
"ENSG00000228140.2","darkorange"
"ENSG00000142677.4","grey"
"ENSG00000137103.20","blue"
"ENSG00000182628.13","blue"
"ENSG00000152767.17","turquoise"
"ENSG00000235335.3","grey"
"ENSG00000178732.6","grey"
"ENSG00000273209.1","purple"
"ENSG00000228040.1","grey"
"ENSG00000206897.1","grey"
"ENSG00000260477.8","blue"
"ENSG00000095380.11","brown"
"ENSG00000233806.8","turquoise"
"ENSG00000149503.13","tan"
"ENSG00000229638.1","magenta"
"ENSG00000111450.14","brown"
"ENSG00000014914.21","turquoise"
"ENSG00000235257.10","turquoise"
"ENSG00000272810.1","grey"
"ENSG00000267079.1","salmon"
"ENSG00000149634.5","blue"
"ENSG00000013016.16","steelblue"
"ENSG00000212694.8","salmon"
"ENSG00000154478.4","turquoise"
"ENSG00000266954.1","grey"
"ENSG00000108559.12","brown"
"ENSG00000148835.12","red"
"ENSG00000175166.17","red"
"ENSG00000235919.5","greenyellow"
"ENSG00000248890.3","darkgrey"
"ENSG00000138031.15","pink"
"ENSG00000172551.12","royalblue"
"ENSG00000176293.20","blue"
"ENSG00000227825.4","turquoise"
"ENSG00000180525.14","pink"
"ENSG00000270533.2","grey"
"ENSG00000128383.13","grey"
"ENSG00000180016.2","grey"
"ENSG00000255389.1","salmon"
"ENSG00000260804.3","yellow"
"ENSG00000287919.1","yellow"
"ENSG00000107984.10","grey"
"ENSG00000198888.2","tan"
"ENSG00000272459.1","blue"
"ENSG00000286389.2","blue"
"ENSG00000202441.2","grey"
"ENSG00000287706.2","salmon"
"ENSG00000260633.1","grey"
"ENSG00000121653.11","darkgreen"
